Geography,Labour Force Ac,Total - Age groups,  15-19 years,  20-24 years,  25-44 years,    25-29 years,    30-34 years,    35-44 years,  45-64 years,    45-54 years,    55-64 years,  65 years and over
13002,Employment rate,54.6,38.2,63.0,74.9,71.0,75.4,76.0,60.0,71.5,42.4,4.2
13002,Unemployment rate,14.8,20.3,21.8,13.6,16.7,14.2,12.3,14.0,13.1,16.3,10.7
13003,Total - Labour force activity,48800.0,4220.0,3290.0,17990.0,3500.0,4220.0,10270.0,15645.0,9375.0,6270.0,7655.0
13003,  In the labour force,31735.0,1960.0,2720.0,15635.0,2930.0,3710.0,9000.0,10820.0,7620.0,3200.0,590.0
13003,    Employed,27430.0,1455.0,2190.0,13700.0,2455.0,3265.0,7980.0,9560.0,6780.0,2780.0,525.0
13003,    Unemployed,4300.0,500.0,530.0,1935.0,475.0,445.0,1015.0,1260.0,840.0,425.0,65.0
13003,  Not in the labour force,17060.0,2265.0,565.0,2350.0,570.0,510.0,1270.0,4820.0,1755.0,3070.0,7065.0
13003,Participation rate,65.0,46.4,82.7,86.9,83.7,87.9,87.6,69.2,81.3,51.0,7.7
13003,Employment rate,56.2,34.5,66.6,76.2,70.1,77.4,77.7,61.1,72.3,44.3,6.9
13003,Unemployment rate,13.5,25.5,19.5,12.4,16.2,12.0,11.3,11.6,11.0,13.3,11.0
13004,Total - Labour force activity,61290.0,4970.0,6715.0,24290.0,6010.0,5780.0,12500.0,16960.0,10305.0,6655.0,8350.0
13004,  In the labour force,42895.0,2880.0,5625.0,21340.0,5230.0,5005.0,11105.0,12390.0,8890.0,3505.0,650.0
13004,    Employed,39640.0,2410.0,4885.0,19945.0,4730.0,4695.0,10515.0,11775.0,8465.0,3315.0,625.0
13004,    Unemployed,3255.0,475.0,745.0,1400.0,500.0,305.0,590.0,615.0,425.0,190.0,20.0
13004,  Not in the labour force,18400.0,2090.0,1090.0,2950.0,780.0,780.0,1395.0,4565.0,1415.0,3150.0,7705.0
13004,Participation rate,70.0,57.9,83.8,87.9,87.0,86.6,88.8,73.1,86.3,52.7,7.8
13004,Employment rate,64.7,48.5,72.7,82.1,78.7,81.2,84.1,69.4,82.1,49.8,7.5
13004,Unemployment rate,7.6,16.5,13.2,6.6,9.6,6.1,5.3,5.0,4.8,5.4,3.1
13005,Total - Labour force activity,57020.0,5475.0,3875.0,20665.0,3685.0,4620.0,12365.0,18590.0,11385.0,7205.0,8415.0
13005,  In the labour force,36860.0,2625.0,3165.0,17720.0,3115.0,3925.0,10680.0,12650.0,9075.0,3580.0,700.0
13005,    Employed,33130.0,2175.0,2515.0,16145.0,2770.0,3570.0,9800.0,11625.0,8440.0,3185.0,670.0
13005,    Unemployed,3730.0,445.0,650.0,1580.0,345.0,350.0,880.0,1025.0,630.0,400.0,30.0
13005,  Not in the labour force,20155.0,2855.0,715.0,2945.0,560.0,700.0,1685.0,5935.0,2310.0,3620.0,7715.0
13005,Participation rate,64.6,47.9,81.7,85.7,84.5,85.0,86.4,68.0,79.7,49.7,8.3
13005,Employment rate,58.1,39.7,64.9,78.1,75.2,77.3,79.3,62.5,74.1,44.2,8.0
13005,Unemployment rate,10.1,17.0,20.5,8.9,11.1,8.9,8.2,8.1,6.9,11.2,4.3
13006,Total - Labour force activity,56650.0,5065.0,3975.0,20060.0,3655.0,4180.0,12225.0,18415.0,11265.0,7145.0,9130.0
13006,  In the labour force,32870.0,2360.0,2935.0,16455.0,3040.0,3420.0,10000.0,10825.0,8210.0,2620.0,290.0
13006,    Employed,27980.0,1895.0,2305.0,14190.0,2545.0,3020.0,8625.0,9350.0,7195.0,2155.0,240.0
13006,    Unemployed,4885.0,460.0,630.0,2270.0,495.0,400.0,1375.0,1475.0,1010.0,465.0,55.0
13006,  Not in the labour force,23780.0,2710.0,1040.0,3600.0,615.0,760.0,2225.0,7585.0,3055.0,4530.0,8840.0
13006,Participation rate,58.0,46.6,73.8,82.0,83.2,81.8,81.8,58.8,72.9,36.7,3.2
13006,Employment rate,49.4,37.4,58.0,70.7,69.6,72.2,70.6,50.8,63.9,30.2,2.6
13006,Unemployment rate,14.9,19.5,21.5,13.8,16.3,11.7,13.8,13.6,12.3,17.7,19.0
13007,Total - Labour force activity,46910.0,4145.0,3355.0,16640.0,3555.0,3800.0,9280.0,14940.0,9040.0,5900.0,7830.0
13007,  In the labour force,27515.0,1680.0,2495.0,13550.0,2860.0,3235.0,7455.0,9490.0,6925.0,2570.0,305.0
13007,    Employed,21635.0,1205.0,1795.0,10705.0,2200.0,2665.0,5845.0,7705.0,5740.0,1960.0,220.0
13007,    Unemployed,5880.0,470.0,700.0,2840.0,660.0,575.0,1610.0,1780.0,1180.0,605.0,85.0
13007,  Not in the labour force,19390.0,2475.0,860.0,3090.0,700.0,560.0,1830.0,5450.0,2115.0,3340.0,7520.0
13007,Participation rate,58.7,40.5,74.4,81.4,80.5,85.1,80.3,63.5,76.6,43.6,3.9
13007,Employment rate,46.1,29.1,53.5,64.3,61.9,70.1,63.0,51.6,63.5,33.2,2.8
13007,Unemployment rate,21.4,28.0,28.1,21.0,23.1,17.8,21.6,18.8,17.0,23.5,27.9
13008,Total - Labour force activity,76260.0,6070.0,7540.0,28860.0,7115.0,6570.0,15175.0,21960.0,13545.0,8415.0,11835.0
13008,  In the labour force,51845.0,3390.0,6365.0,26020.0,6340.0,5950.0,13730.0,15410.0,11120.0,4295.0,655.0
13008,    Employed,47805.0,2750.0,5505.0,24305.0,5830.0,5555.0,12915.0,14635.0,10600.0,4040.0,615.0
13008,    Unemployed,4040.0,645.0,865.0,1715.0,510.0,390.0,810.0,780.0,520.0,260.0,40.0
13008,  Not in the labour force,24415.0,2680.0,1175.0,2840.0,770.0,625.0,1445.0,6550.0,2425.0,4120.0,11175.0
13008,Participation rate,68.0,55.8,84.4,90.2,89.1,90.6,90.5,70.2,82.1,51.0,5.5
13008,Employment rate,62.7,45.3,73.0,84.2,81.9,84.6,85.1,66.6,78.3,48.0,5.2
13008,Unemployment rate,7.8,19.0,13.6,6.6,8.0,6.6,5.9,5.1,4.7,6.1,6.1
13009,Total - Labour force activity,56635.0,4365.0,4940.0,20540.0,4980.0,4530.0,11030.0,16420.0,9830.0,6590.0,10370.0
13009,  In the labour force,34065.0,2060.0,3770.0,17040.0,4240.0,3735.0,9065.0,10700.0,7640.0,3055.0,495.0
13009,    Employed,30545.0,1715.0,3150.0,15350.0,3770.0,3400.0,8180.0,9865.0,7085.0,2775.0,465.0
13009,    Unemployed,3520.0,350.0,620.0,1690.0,470.0,335.0,885.0,835.0,550.0,285.0,25.0
13009,  Not in the labour force,22575.0,2300.0,1170.0,3500.0,735.0,795.0,1970.0,5725.0,2190.0,3535.0,9880.0
13009,Participation rate,60.1,47.2,76.3,83.0,85.1,82.5,82.2,65.2,77.7,46.4,4.8
13009,Employment rate,53.9,39.3,63.8,74.7,75.7,75.1,74.2,60.1,72.1,42.1,4.5
13009,Unemployment rate,10.3,17.0,16.4,9.9,11.1,9.0,9.8,7.8,7.2,9.3,5.1
13010,Total - Labour force activity,50350.0,4805.0,3560.0,18190.0,3755.0,4140.0,10300.0,15690.0,9715.0,5980.0,8095.0
13010,  In the labour force,31490.0,2255.0,2855.0,15195.0,3120.0,3330.0,8740.0,10555.0,7585.0,2970.0,630.0
13010,    Employed,27710.0,1905.0,2405.0,13275.0,2675.0,2930.0,7670.0,9575.0,6985.0,2590.0,560.0
13010,    Unemployed,3775.0,355.0,450.0,1915.0,450.0,400.0,1070.0,985.0,600.0,380.0,75.0
13010,  Not in the labour force,18860.0,2545.0,710.0,3000.0,630.0,805.0,1560.0,5135.0,2125.0,3005.0,7465.0
13010,Participation rate,62.5,46.9,80.2,83.5,83.1,80.4,84.9,67.3,78.1,49.7,7.8
13010,Employment rate,55.0,39.6,67.6,73.0,71.2,70.8,74.5,61.0,71.9,43.3,6.9
13010,Unemployment rate,12.0,15.7,15.8,12.6,14.4,12.0,12.2,9.3,7.9,12.8,11.9
24,Total - Labour force activity,5832350.0,460400.0,485215.0,2153085.0,438870.0,477765.0,1236445.0,1855590.0,1102190.0,753400.0,878060.0
24,  In the labour force,3742485.0,198400.0,383785.0,1851130.0,372975.0,409265.0,1068885.0,1255355.0,900640.0,354715.0,53820.0
24,    Employed,3434265.0,167475.0,337965.0,1713035.0,342030.0,377530.0,993465.0,1166435.0,839875.0,326560.0,49360.0
24,    Unemployed,308220.0,30925.0,45820.0,138095.0,30945.0,31735.0,75420.0,88915.0,60760.0,28155.0,4460.0
24,  Not in the labour force,2089865.0,262000.0,101430.0,301955.0,65895.0,68500.0,167560.0,600240.0,201555.0,398685.0,824245.0
24,Participation rate,64.2,43.1,79.1,86.0,85.0,85.7,86.4,67.7,81.7,47.1,6.1
24,Employment rate,58.9,36.4,69.7,79.6,77.9,79.0,80.3,62.9,76.2,43.3,5.6
24,Unemployment rate,8.2,15.6,11.9,7.5,8.3,7.8,7.1,7.1,6.7,7.9,8.3
24001,Total - Labour force activity,70600.0,7430.0,6330.0,28645.0,6290.0,6440.0,15915.0,20825.0,13070.0,7755.0,7370.0
24001,  In the labour force,44435.0,2515.0,4320.0,23265.0,4865.0,5200.0,13195.0,13895.0,10485.0,3410.0,435.0
24001,    Employed,37945.0,1895.0,3385.0,20120.0,4040.0,4495.0,11590.0,12150.0,9190.0,2960.0,390.0
24001,    Unemployed,6490.0,625.0,930.0,3145.0,825.0,705.0,1605.0,1745.0,1295.0,450.0,45.0
24001,  Not in the labour force,26165.0,4910.0,2005.0,5380.0,1415.0,1245.0,2715.0,6930.0,2585.0,4345.0,6935.0
24001,Participation rate,62.9,33.8,68.2,81.2,77.3,80.7,82.9,66.7,80.2,44.0,5.9
24001,Employment rate,53.7,25.5,53.5,70.2,64.2,69.8,72.8,58.3,70.3,38.2,5.3
24001,Unemployment rate,14.6,24.9,21.5,13.5,17.0,13.6,12.2,12.6,12.4,13.2,10.3
24002,Total - Labour force activity,88440.0,5320.0,7245.0,32320.0,7960.0,7880.0,16475.0,25355.0,14475.0,10885.0,18195.0
24002,  In the labour force,53915.0,2250.0,5780.0,27515.0,6610.0,6810.0,14095.0,17415.0,12155.0,5260.0,950.0
24002,    Employed,49030.0,1845.0,5100.0,24985.0,6025.0,6110.0,12845.0,16225.0,11395.0,4835.0,880.0
24002,    Unemployed,4880.0,400.0,685.0,2535.0,585.0,695.0,1250.0,1190.0,760.0,430.0,70.0
24002,  Not in the labour force,34525.0,3065.0,1460.0,4805.0,1355.0,1070.0,2380.0,7940.0,2320.0,5620.0,17245.0
24002,Participation rate,61.0,42.3,79.8,85.1,83.0,86.4,85.6,68.7,84.0,48.3,5.2
24002,Employment rate,55.4,34.7,70.4,77.3,75.7,77.5,78.0,64.0,78.7,44.4,4.8
24002,Unemployment rate,9.1,17.8,11.9,9.2,8.9,10.2,8.9,6.8,6.3,8.2,7.4
24003,Total - Labour force activity,78305.0,6100.0,6470.0,28150.0,6095.0,6375.0,15685.0,25300.0,14825.0,10475.0,12285.0
24003,  In the labour force,50315.0,2595.0,5160.0,24420.0,5175.0,5530.0,13720.0,17440.0,12435.0,5005.0,700.0
24003,    Employed,46545.0,2200.0,4635.0,22705.0,4765.0,5140.0,12795.0,16385.0,11815.0,4570.0,620.0
24003,    Unemployed,3770.0,395.0,520.0,1720.0,405.0,390.0,925.0,1060.0,620.0,435.0,80.0
24003,  Not in the labour force,27990.0,3505.0,1310.0,3735.0,920.0,845.0,1970.0,7860.0,2390.0,5470.0,11580.0
24003,Participation rate,64.3,42.5,79.8,86.7,84.9,86.7,87.5,68.9,83.9,47.8,5.7
24003,Employment rate,59.4,36.1,71.6,80.7,78.2,80.6,81.6,64.8,79.7,43.6,5.0
24003,Unemployment rate,7.5,15.2,10.1,7.0,7.8,7.1,6.7,6.1,5.0,8.7,11.4
24004,Total - Labour force activity,85980.0,6215.0,5020.0,33285.0,5715.0,7700.0,19875.0,28330.0,16025.0,12300.0,13130.0
24004,  In the labour force,54090.0,2675.0,4140.0,28355.0,4905.0,6605.0,16845.0,17985.0,12540.0,5445.0,940.0
24004,    Employed,50390.0,2355.0,3715.0,26670.0,4600.0,6200.0,15870.0,16750.0,11635.0,5115.0,900.0
24004,    Unemployed,3705.0,320.0,425.0,1680.0,300.0,410.0,970.0,1235.0,905.0,330.0,40.0
24004,  Not in the labour force,31885.0,3545.0,875.0,4935.0,810.0,1090.0,3030.0,10345.0,3485.0,6860.0,12195.0
24004,Participation rate,62.9,43.0,82.5,85.2,85.8,85.8,84.8,63.5,78.3,44.3,7.2
24004,Employment rate,58.6,37.9,74.0,80.1,80.5,80.5,79.8,59.1,72.6,41.6,6.9
24004,Unemployment rate,6.8,12.0,10.3,5.9,6.1,6.2,5.8,6.9,7.2,6.1,4.3
24005,Total - Labour force activity,80290.0,8040.0,7540.0,29300.0,6125.0,6320.0,16850.0,24645.0,15030.0,9620.0,10760.0
24005,  In the labour force,54385.0,4005.0,6390.0,26025.0,5400.0,5625.0,15000.0,17200.0,12440.0,4755.0,770.0
24005,    Employed,51660.0,3650.0,5915.0,24900.0,5165.0,5390.0,14355.0,16485.0,12010.0,4465.0,715.0
24005,    Unemployed,2725.0,360.0,475.0,1120.0,240.0,240.0,650.0,710.0,425.0,290.0,60.0
24005,  Not in the labour force,25900.0,4035.0,1155.0,3275.0,730.0,695.0,1855.0,7450.0,2585.0,4865.0,9995.0
24005,Participation rate,67.7,49.8,84.7,88.8,88.2,89.0,89.0,69.8,82.8,49.4,7.2
24005,Employment rate,64.3,45.4,78.4,85.0,84.3,85.3,85.2,66.9,79.9,46.4,6.6
24005,Unemployment rate,5.0,9.0,7.4,4.3,4.4,4.3,4.3,4.1,3.4,6.1,7.8
24006,Total - Labour force activity,74680.0,5980.0,5505.0,25285.0,4350.0,5280.0,15655.0,24925.0,14175.0,10760.0,12985.0
24006,  In the labour force,45990.0,2605.0,4485.0,21470.0,3575.0,4450.0,13450.0,16415.0,11235.0,5175.0,1015.0
24006,    Employed,42805.0,2300.0,4045.0,20090.0,3285.0,4140.0,12670.0,15420.0,10570.0,4855.0,950.0
24006,    Unemployed,3190.0,310.0,440.0,1385.0,290.0,310.0,780.0,990.0,670.0,320.0,65.0
24006,  Not in the labour force,28695.0,3370.0,1020.0,3815.0,780.0,830.0,2210.0,8515.0,2935.0,5580.0,11970.0
24006,Participation rate,61.6,43.6,81.5,84.9,82.2,84.3,85.9,65.9,79.3,48.1,7.8
24006,Employment rate,57.3,38.5,73.5,79.5,75.5,78.4,80.9,61.9,74.6,45.1,7.3
24006,Unemployment rate,6.9,11.9,9.8,6.5,8.1,7.0,5.8,6.0,6.0,6.2,6.4
24007,Total - Labour force activity,80305.0,6235.0,5760.0,29025.0,4855.0,6135.0,18045.0,27605.0,16580.0,11030.0,11680.0
24007,  In the labour force,52850.0,2765.0,4760.0,26080.0,4335.0,5505.0,16245.0,18710.0,13975.0,4740.0,525.0
24007,    Employed,49615.0,2400.0,4280.0,24735.0,4095.0,5190.0,15455.0,17710.0,13240.0,4470.0,485.0
24007,    Unemployed,3235.0,365.0,485.0,1345.0,245.0,310.0,790.0,1000.0,735.0,265.0,45.0
24007,  Not in the labour force,27455.0,3470.0,1000.0,2945.0,520.0,630.0,1795.0,8895.0,2605.0,6290.0,11150.0
24007,Participation rate,65.8,44.3,82.6,89.9,89.3,89.7,90.0,67.8,84.3,43.0,4.5
24007,Employment rate,61.8,38.5,74.3,85.2,84.3,84.6,85.6,64.2,79.9,40.5,4.2
24007,Unemployment rate,6.1,13.2,10.2,5.2,5.7,5.6,4.9,5.3,5.3,5.6,8.6
24008,Total - Labour force activity,66600.0,5610.0,4915.0,21655.0,4030.0,4560.0,13060.0,22115.0,12655.0,9465.0,12305.0
24008,  In the labour force,40155.0,2060.0,4040.0,18800.0,3420.0,3990.0,11390.0,14510.0,10115.0,4400.0,745.0
24008,    Employed,37255.0,1810.0,3690.0,17635.0,3075.0,3785.0,10775.0,13425.0,9375.0,4045.0,700.0
24008,    Unemployed,2900.0,250.0,350.0,1170.0,350.0,205.0,620.0,1085.0,740.0,350.0,45.0
24008,  Not in the labour force,26440.0,3545.0,875.0,2850.0,610.0,570.0,1665.0,7605.0,2540.0,5065.0,11565.0
24008,Participation rate,60.3,36.7,82.2,86.8,84.9,87.5,87.2,65.6,79.9,46.5,6.1
24008,Employment rate,55.9,32.3,75.1,81.4,76.3,83.0,82.5,60.7,74.1,42.7,5.7
24008,Unemployment rate,7.2,12.1,8.7,6.2,10.2,5.1,5.4,7.5,7.3,8.0,6.0
24009,Total - Labour force activity,102710.0,7825.0,6120.0,36115.0,5805.0,7750.0,22560.0,35650.0,19325.0,16320.0,17000.0
24009,  In the labour force,59630.0,3370.0,4685.0,29640.0,4685.0,6355.0,18600.0,21015.0,14455.0,6565.0,915.0
24009,    Employed,54185.0,2875.0,4100.0,27200.0,4270.0,5840.0,17085.0,19195.0,13255.0,5935.0,820.0
24009,    Unemployed,5445.0,495.0,590.0,2445.0,410.0,520.0,1515.0,1825.0,1200.0,625.0,95.0
24009,  Not in the labour force,43085.0,4455.0,1435.0,6475.0,1115.0,1400.0,3960.0,14630.0,4875.0,9755.0,16090.0
24009,Participation rate,58.1,43.1,76.6,82.1,80.7,82.0,82.4,58.9,74.8,40.2,5.4
24009,Employment rate,52.8,36.7,67.0,75.3,73.6,75.4,75.7,53.8,68.6,36.4,4.8
24009,Unemployment rate,9.1,14.7,12.6,8.2,8.8,8.2,8.1,8.7,8.3,9.5,10.4
24010,Total - Labour force activity,75155.0,5290.0,6180.0,25160.0,5680.0,6100.0,13385.0,21880.0,12015.0,9870.0,16645.0
24010,  In the labour force,41490.0,2100.0,4700.0,20180.0,4590.0,4820.0,10770.0,13930.0,9345.0,4585.0,590.0
24010,    Employed,36755.0,1700.0,4030.0,18030.0,4155.0,4265.0,9610.0,12485.0,8395.0,4090.0,510.0
24010,    Unemployed,4740.0,395.0,670.0,2150.0,435.0,555.0,1160.0,1445.0,950.0,500.0,75.0
24010,  Not in the labour force,33665.0,3195.0,1480.0,4980.0,1090.0,1280.0,2615.0,7955.0,2665.0,5285.0,16055.0
24010,Participation rate,55.2,39.7,76.1,80.2,80.8,79.0,80.5,63.7,77.8,46.5,3.5
24010,Employment rate,48.9,32.1,65.2,71.7,73.2,69.9,71.8,57.1,69.9,41.4,3.1
24010,Unemployment rate,11.4,18.8,14.3,10.7,9.5,11.5,10.8,10.4,10.2,10.9,12.7
24011,Total - Labour force activity,70460.0,5545.0,4715.0,22780.0,4130.0,4900.0,13755.0,25190.0,14035.0,11150.0,12230.0
24011,  In the labour force,44320.0,2855.0,3950.0,20005.0,3600.0,4230.0,12175.0,16515.0,11320.0,5195.0,995.0
24011,    Employed,41300.0,2480.0,3520.0,18775.0,3305.0,4000.0,11465.0,15590.0,10750.0,4840.0,935.0
24011,    Unemployed,3020.0,370.0,430.0,1235.0,295.0,225.0,710.0,925.0,575.0,350.0,60.0
24011,  Not in the labour force,26140.0,2690.0,765.0,2775.0,525.0,670.0,1580.0,8670.0,2720.0,5955.0,11235.0
24011,Participation rate,62.9,51.5,83.8,87.8,87.2,86.3,88.5,65.6,80.7,46.6,8.1
24011,Employment rate,58.6,44.7,74.7,82.4,80.0,81.6,83.4,61.9,76.6,43.4,7.6
24011,Unemployment rate,6.8,13.0,10.9,6.2,8.2,5.3,5.8,5.6,5.1,6.7,6.0
24012,Total - Labour force activity,81300.0,7145.0,7055.0,28390.0,5765.0,6220.0,16405.0,29520.0,17485.0,12035.0,9195.0
24012,  In the labour force,55355.0,2925.0,5565.0,24845.0,5025.0,5390.0,14430.0,21430.0,14835.0,6590.0,600.0
24012,    Employed,52170.0,2520.0,5085.0,23490.0,4665.0,5100.0,13725.0,20535.0,14290.0,6240.0,540.0
24012,    Unemployed,3185.0,405.0,475.0,1350.0,360.0,290.0,705.0,890.0,545.0,345.0,60.0
24012,  Not in the labour force,25950.0,4225.0,1495.0,3550.0,740.0,830.0,1975.0,8090.0,2650.0,5445.0,8595.0
24012,Participation rate,68.1,40.9,78.9,87.5,87.2,86.7,88.0,72.6,84.8,54.8,6.5
24012,Employment rate,64.2,35.3,72.1,82.7,80.9,82.0,83.7,69.6,81.7,51.8,5.9
24012,Unemployment rate,5.8,13.8,8.5,5.4,7.2,5.4,4.9,4.2,3.7,5.2,10.0
24013,Total - Labour force activity,81495.0,7200.0,5970.0,32340.0,5415.0,7240.0,19680.0,26950.0,16410.0,10540.0,9040.0
24013,  In the labour force,58355.0,3630.0,5070.0,29180.0,4890.0,6490.0,17805.0,19825.0,14230.0,5600.0,650.0
24013,    Employed,55345.0,3150.0,4625.0,28085.0,4735.0,6230.0,17120.0,18895.0,13565.0,5330.0,590.0
24013,    Unemployed,3015.0,480.0,445.0,1100.0,155.0,255.0,685.0,930.0,665.0,270.0,65.0
24013,  Not in the labour force,23140.0,3565.0,900.0,3155.0,525.0,755.0,1875.0,7125.0,2185.0,4945.0,8395.0
24013,Participation rate,71.6,50.4,84.9,90.2,90.3,89.6,90.5,73.6,86.7,53.1,7.2
24013,Employment rate,67.9,43.8,77.5,86.8,87.4,86.0,87.0,70.1,82.7,50.6,6.5
24013,Unemployment rate,5.2,13.2,8.8,3.8,3.2,3.9,3.8,4.7,4.7,4.8,10.0
24014,Total - Labour force activity,70545.0,5745.0,5000.0,23170.0,3835.0,4590.0,14740.0,24355.0,14060.0,10290.0,12270.0
24014,  In the labour force,40465.0,1985.0,3780.0,19365.0,3120.0,3910.0,12335.0,14895.0,11095.0,3800.0,445.0
24014,    Employed,36160.0,1490.0,3125.0,17620.0,2790.0,3535.0,11290.0,13505.0,10110.0,3390.0,415.0
24014,    Unemployed,4310.0,490.0,655.0,1745.0,325.0,370.0,1040.0,1390.0,980.0,405.0,30.0
24014,  Not in the labour force,30080.0,3765.0,1225.0,3805.0,715.0,685.0,2410.0,9460.0,2965.0,6490.0,11825.0
24014,Participation rate,57.4,34.6,75.6,83.6,81.4,85.2,83.7,61.2,78.9,36.9,3.6
24014,Employment rate,51.3,25.9,62.5,76.0,72.8,77.0,76.6,55.5,71.9,32.9,3.4
24014,Unemployment rate,10.7,24.7,17.3,9.0,10.4,9.5,8.4,9.3,8.8,10.7,6.7
24015,Total - Labour force activity,87970.0,6620.0,6905.0,32495.0,6180.0,7410.0,18900.0,30130.0,17460.0,12665.0,11815.0
24015,  In the labour force,58375.0,2960.0,5635.0,29080.0,5425.0,6705.0,16950.0,20130.0,14595.0,5535.0,570.0
24015,    Employed,54475.0,2605.0,5025.0,27460.0,5020.0,6365.0,16075.0,18855.0,13815.0,5045.0,525.0
24015,    Unemployed,3900.0,355.0,610.0,1620.0,405.0,335.0,875.0,1275.0,785.0,490.0,40.0
24015,  Not in the labour force,29600.0,3665.0,1275.0,3415.0,755.0,710.0,1950.0,10000.0,2865.0,7135.0,11250.0
24015,Participation rate,66.4,44.7,81.6,89.5,87.8,90.5,89.7,66.8,83.6,43.7,4.8
24015,Employment rate,61.9,39.4,72.8,84.5,81.2,85.9,85.1,62.6,79.1,39.8,4.4
24015,Unemployment rate,6.7,12.0,10.8,5.6,7.5,5.0,5.2,6.3,5.4,8.9,7.0
24016,Total - Labour force activity,60955.0,5260.0,4455.0,21675.0,3955.0,4445.0,13270.0,20645.0,12265.0,8370.0,8915.0
24016,  In the labour force,35700.0,1655.0,3260.0,17690.0,3165.0,3580.0,10945.0,12650.0,9375.0,3270.0,445.0
24016,    Employed,30420.0,1135.0,2440.0,15600.0,2725.0,3105.0,9765.0,10865.0,8225.0,2645.0,370.0
24016,    Unemployed,5285.0,515.0,820.0,2085.0,435.0,470.0,1175.0,1785.0,1155.0,630.0,75.0
24016,  Not in the labour force,25250.0,3605.0,1195.0,3985.0,790.0,870.0,2325.0,7995.0,2890.0,5105.0,8470.0
24016,Participation rate,58.6,31.5,73.2,81.6,80.0,80.5,82.5,61.3,76.4,39.1,5.0
24016,Employment rate,49.9,21.6,54.8,72.0,68.9,69.9,73.6,52.6,67.1,31.6,4.2
24016,Unemployment rate,14.8,31.1,25.2,11.8,13.7,13.1,10.7,14.1,12.3,19.3,16.9
24017,Total - Labour force activity,88045.0,7740.0,6595.0,35975.0,6045.0,7955.0,21970.0,27310.0,16345.0,10965.0,10425.0
24017,  In the labour force,60675.0,3490.0,5630.0,31935.0,5330.0,7010.0,19595.0,18995.0,13705.0,5290.0,615.0
24017,    Employed,57420.0,3010.0,5125.0,30555.0,5050.0,6705.0,18800.0,18155.0,13145.0,5010.0,575.0
24017,    Unemployed,3250.0,480.0,505.0,1385.0,285.0,305.0,800.0,840.0,565.0,280.0,45.0
24017,  Not in the labour force,27375.0,4250.0,960.0,4040.0,720.0,945.0,2375.0,8315.0,2640.0,5680.0,9810.0
24017,Participation rate,68.9,45.1,85.4,88.8,88.2,88.1,89.2,69.6,83.8,48.2,5.9
24017,Employment rate,65.2,38.9,77.7,84.9,83.5,84.3,85.6,66.5,80.4,45.7,5.5
24017,Unemployment rate,5.4,13.8,9.0,4.3,5.3,4.4,4.1,4.4,4.1,5.3,7.3
24018,Total - Labour force activity,67170.0,6110.0,5830.0,23185.0,4340.0,4465.0,14380.0,21885.0,13255.0,8630.0,10150.0
24018,  In the labour force,39955.0,2280.0,4415.0,19235.0,3500.0,3765.0,11970.0,13595.0,10155.0,3445.0,435.0
24018,    Employed,34915.0,1670.0,3485.0,17040.0,3005.0,3295.0,10740.0,12385.0,9320.0,3065.0,340.0
24018,    Unemployed,5040.0,610.0,925.0,2195.0,490.0,470.0,1230.0,1215.0,835.0,375.0,90.0
24018,  Not in the labour force,27210.0,3835.0,1415.0,3950.0,840.0,705.0,2410.0,8290.0,3105.0,5190.0,9720.0
24018,Participation rate,59.5,37.3,75.7,83.0,80.6,84.3,83.2,62.1,76.6,39.9,4.3
24018,Employment rate,52.0,27.3,59.8,73.5,69.2,73.8,74.7,56.6,70.3,35.5,3.3
24018,Unemployment rate,12.6,26.8,21.0,11.4,14.0,12.5,10.3,8.9,8.2,10.9,20.7
24019,Total - Labour force activity,64090.0,5680.0,4730.0,24510.0,4580.0,5790.0,14145.0,21055.0,12525.0,8530.0,8115.0
24019,  In the labour force,43730.0,2685.0,3825.0,21835.0,3960.0,5120.0,12755.0,14725.0,10455.0,4265.0,660.0
24019,    Employed,41090.0,2290.0,3375.0,20895.0,3710.0,4950.0,12240.0,13905.0,9935.0,3970.0,635.0
24019,    Unemployed,2640.0,395.0,450.0,940.0,250.0,175.0,525.0,820.0,520.0,300.0,30.0
24019,  Not in the labour force,20360.0,2995.0,910.0,2680.0,625.0,670.0,1385.0,6330.0,2065.0,4260.0,7450.0
24019,Participation rate,68.2,47.3,80.9,89.1,86.5,88.4,90.2,69.9,83.5,50.0,8.1
24019,Employment rate,64.1,40.3,71.4,85.3,81.0,85.5,86.5,66.0,79.3,46.5,7.8
24019,Unemployment rate,6.0,14.7,11.8,4.3,6.3,3.4,4.1,5.6,5.0,7.0,4.5
24020,Total - Labour force activity,70200.0,5940.0,6525.0,24985.0,5385.0,5400.0,14195.0,22725.0,13635.0,9090.0,10025.0
24020,  In the labour force,45680.0,2840.0,5500.0,21835.0,4725.0,4805.0,12310.0,15050.0,11175.0,3875.0,455.0
24020,    Employed,42000.0,2375.0,4910.0,20320.0,4365.0,4500.0,11455.0,13995.0,10430.0,3555.0,400.0
24020,    Unemployed,3675.0,465.0,590.0,1520.0,360.0,305.0,850.0,1060.0,745.0,315.0,55.0
24020,  Not in the labour force,24520.0,3105.0,1025.0,3145.0,665.0,595.0,1890.0,7675.0,2465.0,5215.0,9570.0
24020,Participation rate,65.1,47.8,84.3,87.4,87.7,89.0,86.7,66.2,82.0,42.6,4.5
24020,Employment rate,59.8,40.0,75.2,81.3,81.1,83.3,80.7,61.6,76.5,39.1,4.0
