Geography,Labour Force Ac,Total - Age groups,  15-24 years,    15-19 years,    20-24 years,  25-34 years,  35-44 years,  45-54 years,  55-64 years,  65 years and over
1001277,    Employed,240.0,40.0,15.0,20.0,35.0,75.0,65.0,15.0,0.0
1001277,    Unemployed,40.0,15.0,0.0,15.0,0.0,15.0,0.0,0.0,0.0
1001277,  Not in the labour force,255.0,85.0,60.0,20.0,15.0,30.0,30.0,45.0,45.0
1001277,Participation rate,51.9,40.7,20.0,66.7,72.7,72.0,70.0,33.3,0.0
1001277,Employment rate,45.3,29.6,20.0,33.3,63.6,60.0,65.0,25.0,0.0
1001277,Unemployment rate,14.5,27.3,0.0,37.5,0.0,16.7,0.0,0.0,0.0
1001281,Total - Labour force activity,315.0,45.0,30.0,15.0,75.0,60.0,60.0,40.0,25.0
1001281,  Total labour force,145.0,0.0,0.0,10.0,45.0,55.0,25.0,10.0,0.0
1001281,    Employed,95.0,0.0,0.0,10.0,35.0,45.0,10.0,10.0,0.0
1001281,    Unemployed,50.0,0.0,0.0,0.0,10.0,15.0,20.0,10.0,0.0
1001281,  Not in the labour force,170.0,35.0,30.0,10.0,30.0,10.0,35.0,35.0,25.0
1001281,Participation rate,46.0,0.0,0.0,66.7,60.0,91.7,41.7,25.0,0.0
1001281,Employment rate,30.2,0.0,0.0,66.7,46.7,75.0,16.7,25.0,0.0
1001281,Unemployment rate,34.5,0.0,0.0,0.0,22.2,27.3,80.0,100.0,0.0
1001285,Total - Labour force activity,765.0,135.0,70.0,65.0,115.0,160.0,140.0,75.0,145.0
1001285,  Total labour force,395.0,65.0,20.0,45.0,80.0,125.0,115.0,15.0,0.0
1001285,    Employed,230.0,20.0,10.0,10.0,40.0,70.0,95.0,10.0,0.0
1001285,    Unemployed,165.0,45.0,10.0,35.0,45.0,50.0,15.0,10.0,0.0
1001285,  Not in the labour force,365.0,65.0,50.0,20.0,30.0,35.0,25.0,55.0,145.0
1001285,Participation rate,51.6,48.1,28.6,69.2,69.6,78.1,82.1,20.0,0.0
1001285,Employment rate,30.1,14.8,14.3,15.4,34.8,43.8,67.9,13.3,0.0
1001285,Unemployment rate,41.8,69.2,50.0,77.8,56.2,40.0,13.0,66.7,0.0
1001289,Total - Labour force activity,440.0,95.0,45.0,55.0,75.0,100.0,95.0,20.0,45.0
1001289,  Total labour force,285.0,45.0,10.0,30.0,60.0,90.0,60.0,15.0,10.0
1001289,    Employed,190.0,15.0,10.0,10.0,30.0,70.0,60.0,15.0,0.0
1001289,    Unemployed,95.0,30.0,10.0,20.0,25.0,20.0,0.0,10.0,10.0
1001289,  Not in the labour force,155.0,55.0,35.0,20.0,20.0,10.0,30.0,10.0,45.0
1001289,Participation rate,64.8,47.4,22.2,54.5,80.0,90.0,63.2,75.0,22.2
1001289,Employment rate,43.2,15.8,22.2,18.2,40.0,70.0,63.2,75.0,0.0
1001289,Unemployment rate,33.3,66.7,100.0,66.7,41.7,22.2,0.0,66.7,100.0
1001293,Total - Labour force activity,940.0,185.0,100.0,90.0,190.0,165.0,175.0,110.0,110.0
1001293,  Total labour force,565.0,95.0,30.0,70.0,155.0,130.0,135.0,35.0,0.0
1001293,    Employed,435.0,60.0,10.0,45.0,120.0,120.0,105.0,25.0,0.0
1001293,    Unemployed,135.0,35.0,15.0,25.0,35.0,10.0,30.0,10.0,0.0
1001293,  Not in the labour force,370.0,90.0,75.0,15.0,35.0,30.0,35.0,75.0,105.0
1001293,Participation rate,60.1,51.4,30.0,77.8,81.6,78.8,77.1,31.8,0.0
1001293,Employment rate,46.3,32.4,10.0,50.0,63.2,72.7,60.0,22.7,0.0
1001293,Unemployment rate,23.9,36.8,50.0,35.7,22.6,7.7,22.2,28.6,0.0
1001298,Total - Labour force activity,815.0,170.0,90.0,80.0,130.0,110.0,185.0,95.0,115.0
1001298,  Total labour force,455.0,55.0,20.0,35.0,105.0,80.0,145.0,60.0,10.0
1001298,    Employed,405.0,35.0,10.0,30.0,90.0,75.0,135.0,55.0,10.0
1001298,    Unemployed,45.0,15.0,10.0,0.0,10.0,10.0,0.0,10.0,0.0
1001298,  Not in the labour force,360.0,115.0,70.0,40.0,35.0,35.0,35.0,35.0,105.0
1001298,Participation rate,55.8,32.4,22.2,43.8,80.8,72.7,78.4,63.2,8.7
1001298,Employment rate,49.7,20.6,11.1,37.5,69.2,68.2,73.0,57.9,8.7
1001298,Unemployment rate,9.9,27.3,50.0,0.0,9.5,12.5,0.0,16.7,0.0
1001304,Total - Labour force activity,2555.0,495.0,285.0,210.0,455.0,510.0,450.0,270.0,365.0
1001304,  Total labour force,1340.0,220.0,70.0,150.0,325.0,395.0,285.0,100.0,10.0
1001304,    Employed,830.0,95.0,25.0,70.0,195.0,250.0,215.0,70.0,10.0
1001304,    Unemployed,505.0,130.0,45.0,85.0,135.0,145.0,70.0,30.0,0.0
1001304,  Not in the labour force,1220.0,275.0,215.0,60.0,130.0,120.0,160.0,170.0,355.0
1001304,Participation rate,52.4,44.4,24.6,71.4,71.4,77.5,63.3,37.0,2.7
1001304,Employment rate,32.5,19.2,8.8,33.3,42.9,49.0,47.8,25.9,2.7
1001304,Unemployment rate,37.7,59.1,64.3,56.7,41.5,36.7,24.6,30.0,0.0
1001308,Total - Labour force activity,245.0,40.0,10.0,25.0,65.0,55.0,35.0,40.0,15.0
1001308,  Total labour force,140.0,10.0,0.0,10.0,50.0,40.0,25.0,15.0,0.0
1001308,    Employed,80.0,0.0,0.0,0.0,45.0,15.0,20.0,0.0,0.0
1001308,    Unemployed,60.0,10.0,0.0,10.0,0.0,25.0,0.0,15.0,0.0
1001308,  Not in the labour force,105.0,25.0,15.0,15.0,15.0,15.0,10.0,25.0,15.0
1001308,Participation rate,57.1,25.0,0.0,40.0,76.9,72.7,71.4,37.5,0.0
1001308,Employment rate,32.7,0.0,0.0,0.0,69.2,27.3,57.1,0.0,0.0
1001308,Unemployment rate,42.9,100.0,0.0,100.0,0.0,62.5,0.0,100.0,0.0
1001312,Total - Labour force activity,670.0,130.0,70.0,55.0,70.0,135.0,120.0,105.0,115.0
1001312,  Total labour force,265.0,35.0,10.0,25.0,35.0,90.0,75.0,20.0,10.0
1001312,    Employed,145.0,10.0,10.0,0.0,25.0,65.0,40.0,10.0,0.0
1001312,    Unemployed,125.0,30.0,10.0,20.0,10.0,30.0,30.0,15.0,10.0
1001312,  Not in the labour force,400.0,90.0,60.0,35.0,35.0,40.0,50.0,80.0,100.0
1001312,Participation rate,39.6,26.9,14.3,45.5,50.0,66.7,62.5,19.0,8.7
1001312,Employment rate,21.6,7.7,14.3,0.0,35.7,48.1,33.3,9.5,0.0
1001312,Unemployment rate,47.2,85.7,100.0,80.0,28.6,33.3,40.0,75.0,100.0
1001316,Total - Labour force activity,265.0,45.0,30.0,15.0,55.0,75.0,35.0,25.0,25.0
1001316,  Total labour force,85.0,10.0,0.0,10.0,50.0,25.0,10.0,0.0,0.0
1001316,    Employed,20.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0
1001316,    Unemployed,70.0,0.0,0.0,0.0,40.0,15.0,10.0,0.0,0.0
1001316,  Not in the labour force,180.0,40.0,30.0,10.0,10.0,50.0,35.0,25.0,20.0
1001316,Participation rate,32.1,22.2,0.0,66.7,90.9,33.3,28.6,0.0,0.0
1001316,Employment rate,7.5,0.0,0.0,66.7,18.2,13.3,0.0,0.0,0.0
1001316,Unemployment rate,82.4,0.0,0.0,0.0,80.0,60.0,100.0,0.0,0.0
1001321,Total - Labour force activity,580.0,95.0,30.0,60.0,85.0,100.0,85.0,60.0,150.0
1001321,  Total labour force,245.0,40.0,10.0,35.0,70.0,65.0,60.0,10.0,0.0
1001321,    Employed,145.0,10.0,0.0,10.0,55.0,30.0,35.0,10.0,0.0
1001321,    Unemployed,110.0,30.0,0.0,25.0,15.0,40.0,20.0,0.0,0.0
1001321,  Not in the labour force,335.0,55.0,30.0,25.0,15.0,30.0,25.0,50.0,155.0
1001321,Participation rate,42.2,42.1,33.3,58.3,82.4,65.0,70.6,16.7,0.0
1001321,Employment rate,25.0,10.5,0.0,16.7,64.7,30.0,41.2,16.7,0.0
1001321,Unemployment rate,44.9,75.0,0.0,71.4,21.4,61.5,33.3,0.0,0.0
1001325,Total - Labour force activity,420.0,55.0,35.0,20.0,60.0,95.0,70.0,40.0,100.0
1001325,  Total labour force,210.0,15.0,0.0,20.0,45.0,70.0,45.0,15.0,15.0
1001325,    Employed,130.0,10.0,0.0,10.0,35.0,40.0,35.0,10.0,0.0
1001325,    Unemployed,75.0,10.0,0.0,10.0,10.0,25.0,10.0,0.0,15.0
1001325,  Not in the labour force,210.0,40.0,35.0,10.0,10.0,25.0,20.0,30.0,80.0
1001325,Participation rate,50.0,27.3,0.0,100.0,75.0,73.7,64.3,37.5,15.0
1001325,Employment rate,31.0,18.2,0.0,50.0,58.3,42.1,50.0,25.0,0.0
1001325,Unemployment rate,35.7,66.7,0.0,50.0,22.2,35.7,22.2,0.0,100.0
1001328,Total - Labour force activity,215.0,45.0,20.0,20.0,30.0,20.0,30.0,40.0,40.0
1001328,  Total labour force,75.0,20.0,0.0,15.0,30.0,0.0,20.0,0.0,0.0
1001328,    Employed,20.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0
1001328,    Unemployed,55.0,20.0,0.0,15.0,20.0,10.0,10.0,0.0,0.0
1001328,  Not in the labour force,140.0,25.0,15.0,0.0,0.0,20.0,10.0,40.0,45.0
1001328,Participation rate,34.9,44.4,0.0,75.0,100.0,0.0,66.7,0.0,0.0
1001328,Employment rate,9.3,0.0,0.0,0.0,33.3,0.0,33.3,0.0,0.0
1001328,Unemployment rate,73.3,100.0,0.0,100.0,66.7,0.0,50.0,0.0,0.0
1001332,Total - Labour force activity,515.0,80.0,35.0,45.0,80.0,80.0,85.0,75.0,115.0
1001332,  Total labour force,250.0,30.0,10.0,20.0,55.0,70.0,60.0,30.0,0.0
1001332,    Employed,110.0,10.0,0.0,0.0,25.0,35.0,20.0,20.0,0.0
1001332,    Unemployed,135.0,20.0,0.0,15.0,30.0,35.0,40.0,10.0,0.0
1001332,  Not in the labour force,270.0,50.0,25.0,20.0,25.0,10.0,25.0,45.0,110.0
1001332,Participation rate,48.5,37.5,28.6,44.4,68.8,87.5,70.6,40.0,0.0
1001332,Employment rate,21.4,12.5,0.0,0.0,31.2,43.8,23.5,26.7,0.0
1001332,Unemployment rate,54.0,66.7,0.0,75.0,54.5,50.0,66.7,33.3,0.0
1001335,Total - Labour force activity,425.0,70.0,35.0,35.0,90.0,60.0,55.0,65.0,85.0
1001335,  Total labour force,175.0,15.0,0.0,10.0,60.0,45.0,40.0,20.0,0.0
1001335,    Employed,85.0,0.0,0.0,0.0,25.0,30.0,20.0,10.0,0.0
1001335,    Unemployed,90.0,15.0,10.0,10.0,35.0,10.0,25.0,10.0,0.0
1001335,  Not in the labour force,250.0,50.0,30.0,20.0,30.0,15.0,15.0,45.0,85.0
1001335,Participation rate,41.2,21.4,0.0,28.6,66.7,75.0,72.7,30.8,0.0
1001335,Employment rate,20.0,0.0,0.0,0.0,27.8,50.0,36.4,15.4,0.0
1001335,Unemployment rate,51.4,100.0,0.0,100.0,58.3,22.2,62.5,50.0,0.0
1001339,Total - Labour force activity,2230.0,410.0,205.0,200.0,325.0,435.0,360.0,240.0,460.0
1001339,  Total labour force,870.0,155.0,30.0,125.0,175.0,270.0,200.0,60.0,15.0
1001339,    Employed,475.0,65.0,10.0,60.0,95.0,150.0,115.0,40.0,15.0
1001339,    Unemployed,395.0,90.0,25.0,70.0,80.0,125.0,85.0,20.0,0.0
1001339,  Not in the labour force,1360.0,255.0,175.0,75.0,150.0,170.0,165.0,185.0,440.0
1001339,Participation rate,39.0,37.8,14.6,62.5,53.8,62.1,55.6,25.0,3.3
1001339,Employment rate,21.3,15.9,4.9,30.0,29.2,34.5,31.9,16.7,3.3
1001339,Unemployment rate,45.4,58.1,83.3,56.0,45.7,46.3,42.5,33.3,0.0
1001343,Total - Labour force activity,590.0,115.0,70.0,45.0,90.0,115.0,100.0,60.0,110.0
1001343,  Total labour force,275.0,45.0,0.0,35.0,80.0,65.0,75.0,20.0,0.0
1001343,    Employed,175.0,25.0,0.0,25.0,55.0,35.0,40.0,15.0,0.0
1001343,    Unemployed,100.0,15.0,10.0,15.0,20.0,25.0,35.0,0.0,0.0
1001343,  Not in the labour force,310.0,70.0,60.0,10.0,15.0,55.0,25.0,45.0,105.0
1001343,Participation rate,46.6,39.1,0.0,77.8,88.9,56.5,75.0,33.3,0.0
1001343,Employment rate,29.7,21.7,0.0,55.6,61.1,30.4,40.0,25.0,0.0
1001343,Unemployment rate,36.4,33.3,0.0,42.9,25.0,38.5,46.7,0.0,0.0
1001347,Total - Labour force activity,520.0,90.0,50.0,40.0,70.0,95.0,90.0,45.0,130.0
1001347,  Total labour force,120.0,10.0,0.0,10.0,30.0,40.0,40.0,0.0,0.0
1001347,    Employed,70.0,10.0,0.0,10.0,25.0,25.0,15.0,0.0,0.0
1001347,    Unemployed,45.0,0.0,0.0,0.0,10.0,15.0,20.0,0.0,0.0
1001347,  Not in the labour force,400.0,80.0,50.0,30.0,35.0,60.0,50.0,45.0,130.0
1001347,Participation rate,23.1,11.1,0.0,25.0,42.9,42.1,44.4,0.0,0.0
1001347,Employment rate,13.5,11.1,0.0,25.0,35.7,26.3,16.7,0.0,0.0
1001347,Unemployment rate,37.5,0.0,0.0,0.0,33.3,37.5,50.0,0.0,0.0
1001352,Total - Labour force activity,350.0,40.0,25.0,15.0,65.0,75.0,35.0,30.0,105.0
1001352,  Total labour force,145.0,0.0,0.0,0.0,50.0,60.0,30.0,0.0,10.0
1001352,    Employed,65.0,0.0,0.0,0.0,35.0,35.0,0.0,0.0,0.0
1001352,    Unemployed,80.0,0.0,0.0,0.0,20.0,25.0,30.0,0.0,10.0
1001352,  Not in the labour force,205.0,40.0,25.0,15.0,10.0,15.0,10.0,30.0,100.0
1001352,Participation rate,41.4,0.0,0.0,0.0,76.9,80.0,85.7,0.0,9.5
1001352,Employment rate,18.6,0.0,0.0,0.0,53.8,46.7,0.0,0.0,0.0
1001352,Unemployment rate,55.2,0.0,0.0,0.0,40.0,41.7,100.0,0.0,100.0
1001357,Total - Labour force activity,385.0,100.0,65.0,40.0,40.0,100.0,55.0,20.0,60.0
1001357,  Total labour force,195.0,40.0,0.0,35.0,30.0,60.0,55.0,10.0,0.0
1001357,    Employed,105.0,15.0,0.0,15.0,20.0,20.0,35.0,10.0,0.0
1001357,    Unemployed,85.0,25.0,0.0,20.0,10.0,35.0,15.0,0.0,0.0
1001357,  Not in the labour force,190.0,65.0,55.0,0.0,0.0,45.0,10.0,10.0,60.0
1001357,Participation rate,50.6,40.0,0.0,87.5,75.0,60.0,100.0,50.0,0.0
1001357,Employment rate,27.3,15.0,0.0,37.5,50.0,20.0,63.6,50.0,0.0
1001357,Unemployment rate,43.6,62.5,0.0,57.1,33.3,58.3,27.3,0.0,0.0
1001361,Total - Labour force activity,640.0,115.0,60.0,55.0,145.0,125.0,140.0,70.0,45.0
1001361,  Total labour force,355.0,80.0,25.0,50.0,75.0,115.0,80.0,10.0,0.0
1001361,    Employed,150.0,25.0,0.0,15.0,35.0,50.0,45.0,10.0,0.0
1001361,    Unemployed,200.0,50.0,15.0,35.0,50.0,65.0,35.0,0.0,0.0
1001361,  Not in the labour force,285.0,35.0,30.0,0.0,65.0,10.0,65.0,65.0,45.0
1001361,Participation rate,55.5,69.6,41.7,90.9,51.7,92.0,57.1,14.3,0.0
1001361,Employment rate,23.4,21.7,0.0,27.3,24.1,40.0,32.1,14.3,0.0
1001361,Unemployment rate,56.3,62.5,60.0,70.0,66.7,56.5,43.8,0.0,0.0
1001365,Total - Labour force activity,1480.0,260.0,160.0,95.0,320.0,315.0,260.0,165.0,155.0
1001365,  Total labour force,645.0,85.0,30.0,55.0,195.0,205.0,110.0,45.0,0.0
1001365,    Employed,405.0,35.0,10.0,20.0,130.0,125.0,95.0,20.0,0.0
1001365,    Unemployed,235.0,55.0,15.0,35.0,60.0,80.0,15.0,20.0,0.0
1001365,  Not in the labour force,835.0,175.0,135.0,40.0,130.0,110.0,145.0,125.0,150.0
1001365,Participation rate,43.6,32.7,18.8,57.9,60.9,65.1,42.3,27.3,0.0
1001365,Employment rate,27.4,13.5,6.2,21.1,40.6,39.7,36.5,12.1,0.0
1001365,Unemployment rate,36.4,64.7,50.0,63.6,30.8,39.0,13.6,44.4,0.0
1001370,Total - Labour force activity,4045.0,760.0,425.0,335.0,655.0,855.0,650.0,465.0,660.0
1001370,  Total labour force,2150.0,375.0,135.0,240.0,505.0,660.0,440.0,150.0,15.0
1001370,    Employed,1545.0,210.0,85.0,130.0,330.0,515.0,355.0,110.0,15.0
1001370,    Unemployed,605.0,165.0,50.0,115.0,175.0,150.0,80.0,40.0,0.0
1001370,  Not in the labour force,1890.0,385.0,290.0,100.0,145.0,195.0,210.0,310.0,645.0
1001370,Participation rate,53.2,49.3,31.8,71.6,77.1,77.2,67.7,32.3,2.3
1001370,Employment rate,38.2,27.6,20.0,38.8,50.4,60.2,54.6,23.7,2.3
1001370,Unemployment rate,28.1,44.0,37.0,47.9,34.7,22.7,18.2,26.7,0.0
1001374,Total - Labour force activity,150.0,25.0,20.0,10.0,35.0,35.0,20.0,15.0,15.0
1001374,  Total labour force,105.0,20.0,10.0,10.0,30.0,30.0,15.0,0.0,0.0
1001374,    Employed,85.0,10.0,0.0,0.0,25.0,35.0,15.0,0.0,0.0
1001374,    Unemployed,20.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
1001374,  Not in the labour force,45.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,15.0
1001374,Participation rate,70.0,80.0,50.0,100.0,85.7,85.7,75.0,0.0,0.0
1001374,Employment rate,56.7,40.0,0.0,0.0,71.4,100.0,75.0,0.0,0.0
1001374,Unemployment rate,19.0,50.0,0.0,0.0,33.3,0.0,0.0,0.0,0.0
1001375,Total - Labour force activity,340.0,85.0,50.0,40.0,75.0,80.0,30.0,60.0,10.0
1001375,  Total labour force,170.0,30.0,15.0,20.0,55.0,55.0,25.0,10.0,0.0
1001375,    Employed,110.0,20.0,10.0,15.0,25.0,40.0,15.0,10.0,0.0
1001375,    Unemployed,60.0,10.0,0.0,0.0,30.0,15.0,0.0,0.0,0.0
1001375,  Not in the labour force,170.0,55.0,35.0,20.0,20.0,25.0,10.0,55.0,10.0
1001375,Participation rate,50.0,35.3,30.0,50.0,73.3,68.8,83.3,16.7,0.0
1001375,Employment rate,32.4,23.5,20.0,37.5,33.3,50.0,50.0,16.7,0.0
1001375,Unemployment rate,35.3,33.3,0.0,0.0,54.5,27.3,0.0,0.0,0.0
1001379,Total - Labour force activity,3045.0,620.0,310.0,315.0,490.0,610.0,560.0,300.0,460.0
1001379,  Total labour force,1620.0,245.0,65.0,185.0,375.0,500.0,410.0,60.0,20.0
1001379,    Employed,1110.0,115.0,45.0,75.0,255.0,345.0,330.0,45.0,15.0
1001379,    Unemployed,510.0,130.0,25.0,105.0,125.0,155.0,80.0,15.0,0.0
1001379,  Not in the labour force,1430.0,375.0,245.0,130.0,115.0,105.0,150.0,240.0,445.0
1001379,Participation rate,53.2,39.5,21.0,58.7,76.5,82.0,73.2,20.0,4.3
1001379,Employment rate,36.5,18.5,14.5,23.8,52.0,56.6,58.9,15.0,3.3
1001379,Unemployment rate,31.5,53.1,38.5,56.8,33.3,31.0,19.5,25.0,0.0
1001385,Total - Labour force activity,1625.0,305.0,150.0,155.0,315.0,315.0,290.0,190.0,205.0
1001385,  Total labour force,895.0,125.0,15.0,115.0,245.0,250.0,210.0,55.0,10.0
1001385,    Employed,580.0,90.0,0.0,80.0,165.0,170.0,115.0,25.0,0.0
1001385,    Unemployed,315.0,35.0,10.0,30.0,75.0,75.0,100.0,30.0,0.0
1001385,  Not in the labour force,730.0,180.0,140.0,40.0,70.0,70.0,75.0,130.0,195.0
1001385,Participation rate,55.1,41.0,10.0,74.2,77.8,79.4,72.4,28.9,4.9
1001385,Employment rate,35.7,29.5,0.0,51.6,52.4,54.0,39.7,13.2,0.0
1001385,Unemployment rate,35.2,28.0,66.7,26.1,30.6,30.0,47.6,54.5,0.0
1001394,Total - Labour force activity,240.0,55.0,30.0,30.0,25.0,50.0,35.0,40.0,30.0
1001394,  Total labour force,110.0,25.0,10.0,20.0,15.0,30.0,25.0,15.0,0.0
1001394,    Employed,60.0,15.0,10.0,10.0,10.0,15.0,15.0,10.0,0.0
1001394,    Unemployed,55.0,10.0,0.0,10.0,10.0,15.0,10.0,0.0,0.0
1001394,  Not in the labour force,130.0,30.0,20.0,10.0,15.0,20.0,15.0,25.0,30.0
1001394,Participation rate,45.8,45.5,33.3,66.7,60.0,60.0,71.4,37.5,0.0
1001394,Employment rate,25.0,27.3,33.3,33.3,40.0,30.0,42.9,25.0,0.0
1001394,Unemployment rate,50.0,40.0,0.0,50.0,66.7,50.0,40.0,0.0,0.0
1001396,Total - Labour force activity,2190.0,470.0,265.0,205.0,385.0,420.0,395.0,215.0,305.0
1001396,  Total labour force,1120.0,180.0,40.0,145.0,315.0,345.0,240.0,35.0,0.0
1001396,    Employed,780.0,115.0,20.0,95.0,190.0,275.0,165.0,30.0,0.0
1001396,    Unemployed,340.0,65.0,10.0,55.0,125.0,70.0,70.0,0.0,0.0
1001396,  Not in the labour force,1070.0,285.0,225.0,60.0,70.0,75.0,155.0,180.0,305.0
1001396,Participation rate,51.1,38.3,15.1,70.7,81.8,82.1,60.8,16.3,0.0
1001396,Employment rate,35.6,24.5,7.5,46.3,49.4,65.5,41.8,14.0,0.0
1001396,Unemployment rate,30.4,36.1,25.0,37.9,39.7,20.3,29.2,0.0,0.0
1001409,Total - Labour force activity,4350.0,885.0,470.0,415.0,830.0,850.0,755.0,425.0,610.0
1001409,  Total labour force,2355.0,425.0,150.0,270.0,615.0,625.0,515.0,175.0,0.0
1001409,    Employed,1665.0,255.0,95.0,155.0,410.0,455.0,400.0,145.0,0.0
1001409,    Unemployed,680.0,170.0,50.0,120.0,205.0,165.0,115.0,25.0,0.0
1001409,  Not in the labour force,1995.0,465.0,320.0,145.0,210.0,220.0,240.0,255.0,610.0
1001409,Participation rate,54.1,48.0,31.9,65.1,74.1,73.5,68.2,41.2,0.0
1001409,Employment rate,38.3,28.8,20.2,37.3,49.4,53.5,53.0,34.1,0.0
1001409,Unemployment rate,28.9,40.0,33.3,44.4,33.3,26.4,22.3,14.3,0.0
1001415,Total - Labour force activity,920.0,230.0,125.0,100.0,145.0,175.0,150.0,125.0,95.0
1001415,  Total labour force,495.0,100.0,20.0,85.0,110.0,155.0,100.0,20.0,0.0
1001415,    Employed,360.0,65.0,10.0,55.0,95.0,105.0,70.0,25.0,0.0
1001415,    Unemployed,135.0,40.0,10.0,25.0,20.0,50.0,30.0,0.0,10.0
1001415,  Not in the labour force,420.0,125.0,105.0,20.0,30.0,20.0,50.0,100.0,95.0
1001415,Participation rate,53.8,43.5,16.0,85.0,75.9,88.6,66.7,16.0,0.0
1001415,Employment rate,39.1,28.3,8.0,55.0,65.5,60.0,46.7,20.0,0.0
1001415,Unemployment rate,27.3,40.0,50.0,29.4,18.2,32.3,30.0,0.0,0.0
1001421,Total - Labour force activity,690.0,160.0,75.0,85.0,160.0,105.0,100.0,100.0,70.0
1001421,  Total labour force,325.0,75.0,20.0,55.0,90.0,80.0,65.0,15.0,0.0
1001421,    Employed,165.0,45.0,15.0,25.0,25.0,50.0,30.0,10.0,0.0
1001421,    Unemployed,155.0,30.0,0.0,30.0,60.0,35.0,30.0,0.0,0.0
1001421,  Not in the labour force,370.0,90.0,60.0,30.0,65.0,20.0,40.0,85.0,70.0
1001421,Participation rate,47.1,46.9,26.7,64.7,56.2,76.2,65.0,15.0,0.0
1001421,Employment rate,23.9,28.1,20.0,29.4,15.6,47.6,30.0,10.0,0.0
1001421,Unemployment rate,47.7,40.0,0.0,54.5,66.7,43.8,46.2,0.0,0.0
1001426,Total - Labour force activity,485.0,115.0,65.0,50.0,20.0,105.0,95.0,75.0,75.0
1001426,  Total labour force,255.0,45.0,20.0,30.0,20.0,85.0,85.0,25.0,0.0
1001426,    Employed,165.0,20.0,0.0,20.0,10.0,55.0,60.0,20.0,0.0
1001426,    Unemployed,85.0,25.0,15.0,10.0,10.0,30.0,20.0,10.0,0.0
1001426,  Not in the labour force,230.0,70.0,45.0,25.0,0.0,20.0,10.0,45.0,75.0
1001426,Participation rate,52.6,39.1,30.8,60.0,100.0,81.0,89.5,33.3,0.0
1001426,Employment rate,34.0,17.4,0.0,40.0,50.0,52.4,63.2,26.7,0.0
1001426,Unemployment rate,33.3,55.6,75.0,33.3,50.0,35.3,23.5,40.0,0.0
1001429,Total - Labour force activity,925.0,165.0,90.0,75.0,195.0,175.0,140.0,80.0,170.0
1001429,  Total labour force,495.0,70.0,20.0,45.0,160.0,160.0,100.0,10.0,0.0
1001429,    Employed,360.0,45.0,10.0,40.0,105.0,115.0,90.0,0.0,0.0
1001429,    Unemployed,135.0,20.0,15.0,10.0,55.0,45.0,10.0,0.0,0.0
1001429,  Not in the labour force,425.0,95.0,70.0,25.0,30.0,15.0,40.0,70.0,170.0
1001429,Participation rate,53.5,42.4,22.2,60.0,82.1,91.4,71.4,12.5,0.0
1001429,Employment rate,38.9,27.3,11.1,53.3,53.8,65.7,64.3,0.0,0.0
1001429,Unemployment rate,27.3,28.6,75.0,22.2,34.4,28.1,10.0,0.0,0.0
1001434,Total - Labour force activity,580.0,95.0,55.0,45.0,90.0,105.0,110.0,75.0,105.0
1001434,  Total labour force,290.0,35.0,15.0,25.0,75.0,80.0,70.0,25.0,0.0
1001434,    Employed,215.0,0.0,0.0,0.0,60.0,70.0,60.0,20.0,0.0
1001434,    Unemployed,75.0,35.0,15.0,20.0,10.0,10.0,10.0,10.0,0.0
1001434,  Not in the labour force,290.0,60.0,40.0,20.0,20.0,25.0,40.0,45.0,100.0
1001434,Participation rate,50.0,36.8,27.3,55.6,83.3,76.2,63.6,33.3,0.0
1001434,Employment rate,37.1,0.0,0.0,0.0,66.7,66.7,54.5,26.7,0.0
1001434,Unemployment rate,25.9,100.0,100.0,80.0,13.3,12.5,14.3,40.0,0.0
1001437,Total - Labour force activity,695.0,155.0,95.0,60.0,145.0,130.0,140.0,30.0,95.0
1001437,  Total labour force,385.0,80.0,25.0,60.0,100.0,100.0,85.0,10.0,0.0
1001437,    Employed,230.0,45.0,15.0,30.0,65.0,55.0,60.0,10.0,10.0
1001437,    Unemployed,155.0,40.0,10.0,25.0,30.0,50.0,30.0,0.0,0.0
1001437,  Not in the labour force,310.0,70.0,70.0,0.0,45.0,30.0,55.0,20.0,90.0
1001437,Participation rate,55.4,51.6,26.3,100.0,69.0,76.9,60.7,33.3,0.0
1001437,Employment rate,33.1,29.0,15.8,50.0,44.8,42.3,42.9,33.3,10.5
1001437,Unemployment rate,40.3,50.0,40.0,41.7,30.0,50.0,35.3,0.0,0.0
1001441,Total - Labour force activity,295.0,50.0,15.0,35.0,75.0,75.0,50.0,20.0,30.0
1001441,  Total labour force,150.0,20.0,0.0,20.0,40.0,45.0,45.0,0.0,0.0
1001441,    Employed,100.0,10.0,0.0,10.0,25.0,35.0,25.0,0.0,0.0
1001441,    Unemployed,55.0,10.0,0.0,10.0,15.0,10.0,20.0,0.0,0.0
1001441,  Not in the labour force,150.0,30.0,15.0,10.0,40.0,30.0,0.0,15.0,30.0
1001441,Participation rate,50.8,40.0,0.0,57.1,53.3,60.0,90.0,0.0,0.0
1001441,Employment rate,33.9,20.0,0.0,28.6,33.3,46.7,50.0,0.0,0.0
1001441,Unemployment rate,36.7,50.0,0.0,50.0,37.5,22.2,44.4,0.0,0.0
